/home/bart/DeepMicrobes/bacteria_16s/Abiotrophia_defectiva.fa	0
/home/bart/DeepMicrobes/bacteria_16s/Absiella_dolichum.fa	1
/home/bart/DeepMicrobes/bacteria_16s/Absiella_tortuosum.fa	2
/home/bart/DeepMicrobes/bacteria_16s/Abyssicoccus_albus.fa	3
/home/bart/DeepMicrobes/bacteria_16s/Abyssisolibacter_fermentans.fa	4
/home/bart/DeepMicrobes/bacteria_16s/Abyssivirga_alkaniphila.fa	5
/home/bart/DeepMicrobes/bacteria_16s/Acanthopleuribacter_pedis.fa	6
/home/bart/DeepMicrobes/bacteria_16s/Acaricomes_phytoseiuli.fa	7
/home/bart/DeepMicrobes/bacteria_16s/Acaryochloris_marina.fa	8
/home/bart/DeepMicrobes/bacteria_16s/Acetanaerobacterium_elongatum.fa	9
/home/bart/DeepMicrobes/bacteria_16s/Acetatifactor_muris.fa	10
/home/bart/DeepMicrobes/bacteria_16s/Acetitomaculum_ruminis.fa	11
/home/bart/DeepMicrobes/bacteria_16s/Acetivibrio_ethanolgignens.fa	12
/home/bart/DeepMicrobes/bacteria_16s/Acetoanaerobium_noterae.fa	13
/home/bart/DeepMicrobes/bacteria_16s/Acetoanaerobium_pronyense.fa	14
/home/bart/DeepMicrobes/bacteria_16s/Acetoanaerobium_sticklandii.fa	15
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_aceti.fa	16
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_ascendens.fa	17
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_cerevisiae.fa	18
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_cibinongensis.fa	19
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_estunensis.fa	20
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_fabarum.fa	21
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_farinalis.fa	22
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_ghanensis.fa	23
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_indonesiensis.fa	24
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_lambici.fa	25
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_lovaniensis.fa	26
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_malorum.fa	27
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_musti.fa	28
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_nitrogenifigens.fa	29
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_oeni.fa	30
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_okinawensis.fa	31
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_orientalis.fa	32
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_orleanensis.fa	33
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_papayae.fa	34
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_pasteurianus.fa	35
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_peroxydans.fa	36
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_persici.fa	37
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_pomorum.fa	38
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_senegalensis.fa	39
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_sicerae.fa	40
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_suratthaniensis.fa	41
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_syzygii.fa	42
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_thailandicus.fa	43
/home/bart/DeepMicrobes/bacteria_16s/Acetobacter_tropicalis.fa	44
/home/bart/DeepMicrobes/bacteria_16s/Acetobacterium_bakii.fa	45
/home/bart/DeepMicrobes/bacteria_16s/Acetobacterium_carbinolicum.fa	46
/home/bart/DeepMicrobes/bacteria_16s/Acetobacterium_fimetarium.fa	47
/home/bart/DeepMicrobes/bacteria_16s/Acetobacterium_malicum.fa	48
/home/bart/DeepMicrobes/bacteria_16s/Acetobacterium_paludosum.fa	49
/home/bart/DeepMicrobes/bacteria_16s/Acetobacterium_psammolithicum.fa	50
/home/bart/DeepMicrobes/bacteria_16s/Acetobacterium_tundrae.fa	51
/home/bart/DeepMicrobes/bacteria_16s/Acetobacterium_wieringae.fa	52
/home/bart/DeepMicrobes/bacteria_16s/Acetobacterium_woodii.fa	53
/home/bart/DeepMicrobes/bacteria_16s/Acetobacteroides_hydrogenigenes.fa	54
/home/bart/DeepMicrobes/bacteria_16s/Acetohalobium_arabaticum.fa	55
/home/bart/DeepMicrobes/bacteria_16s/Acetomicrobium_flavidum.fa	56
/home/bart/DeepMicrobes/bacteria_16s/Acetomicrobium_hydrogeniformans.fa	57
/home/bart/DeepMicrobes/bacteria_16s/Acetomicrobium_mobile.fa	58
/home/bart/DeepMicrobes/bacteria_16s/Acetomicrobium_thermoterrenum.fa	59
/home/bart/DeepMicrobes/bacteria_16s/Acetonema_longum.fa	60
/home/bart/DeepMicrobes/bacteria_16s/Acholeplasma_axanthum.fa	61
/home/bart/DeepMicrobes/bacteria_16s/Acholeplasma_brassicae.fa	62
/home/bart/DeepMicrobes/bacteria_16s/Acholeplasma_cavigenitalium.fa	63
/home/bart/DeepMicrobes/bacteria_16s/Acholeplasma_equifetale.fa	64
/home/bart/DeepMicrobes/bacteria_16s/Acholeplasma_granularum.fa	65
/home/bart/DeepMicrobes/bacteria_16s/Acholeplasma_hippikon.fa	66
/home/bart/DeepMicrobes/bacteria_16s/Acholeplasma_laidlawii.fa	67
/home/bart/DeepMicrobes/bacteria_16s/Acholeplasma_modicum.fa	68
